id,text,author_username,response_score,response_sentiment,response_tickers,created_at,updated_at
1826932938224681326,"RT @0xjvrsky: Today, we will examine one of @_kaitoai's most essential feature: MetaSearch. This feature narrows down your research to a sp…",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826888601478590780,"Last week everyone rotated into majors.

And now altcoins are outperforming in both price &amp; mindshare.

Welcome to crypto. https://t.co/9RGQ84nx7a",_kaitoai,5.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826667192038928466,"We really took 2023 for granted.

Big Q4 ahead... right? https://t.co/n2y3oVXTZs",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826643009414595050,"AAVE continues to lead the DeFi resurgence.

Tripling in DeFi mindshare % since early July.

Price moving up alongside it too. https://t.co/iZzNz7vf8n",_kaitoai,7.0,Positive,aave,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826616758205382743,"Scroll | Bera | Monad | Story | MegaETH

All summarised in 3 bullet points.

Pls do more research than just reading this lol. https://t.co/l8adjhQzHD",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826603772979937732,"Mentions of CZ starting to pick up.

Bullish unlock soon. https://t.co/486jiJxZ5Q",_kaitoai,6.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826572785809797220,"Story, Monad &amp; Berachain.

All at the top for today's mindshare gainers.

Drama really gets the people talking. https://t.co/pxCF8el03t",_kaitoai,5.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826532881969136013,"Monad vs. MegaETH

From the Bankless ep with @keoneHD & @yangl1996.

A summary of how they compare 👇",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826525948461621669,"RT @sandraaleow: Narrative mindshare now vs. start of the year (Jan 2024): 

(h/t: @_kaitoai) https://t.co/7i8XVfOYax",_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826360788770316531,"$140 million dollars raised.

A TLDR summary of @StoryProtocol 👇",_kaitoai,7.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826344355541778795,"Very noticeable shift in the market.

DeFi coins outperforming on the bounce, Memecoins underperforming.

On opposite ends for mindshare change too. https://t.co/kkcuWUTQXa",_kaitoai,5.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826335133898867071,Oh? https://t.co/NgazAnIf08,_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826298457520259443,pump-not-fun,_kaitoai,,Negative,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826268908585971862,"RT @sandraaleow: See that parabolic mindshare spike? Yep. That’s TRON.

Mindshare for TRON has been flat for the last 12 months, and starte…",_kaitoai,5.0,Neutral,"trx, TRON",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826225793606775106,"Tron currently has the same mindshare as Solana.

For context - over 3 months, it's 95% SOL, 5% TRON.

TLDR: It's been an insanely big week for Tron. https://t.co/xF59YKzLBS",_kaitoai,8.0,Positive,"sol, Solana",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826188963247190326,"What's going on with GameFi?

Despite not having the hype of 2021, it's still definitely one of the most active sectors of crypto.

Hovering around 8%, GameFi has steadily held a top 5 spot for narrative mindshare throughout 2024.

Usually only behind AI, Memes, and recently, DeFi.

@Ronin_Network $RON has been the main driver for this, holding the top spot for mindshare across all timeframes.

Interestingly, $APE has long held the second place spot too - with conversations still ongoing about gaming surround BAYC.

Here's what the composition looks like over the last 3 months:

@AxieInfinity, @Immutable & @RealFlokiInu around the top.

In terms of the accounts most bullish on GameFi in recent months, here's a summary of the top voices & their content:

Notable names include:
- @ParallelAiRev 
- @PostyXBT 
- @DegenSensei 
- @huntersolaire_ 

Finally, here's a look at some of the upcoming catalysts & events for the top GameFi projects, using our Catalyst Calendar.

It's one of the sectors in crypto where there's always building and development.

Overall, GameFi has cooled off as people wait for ""the next Axie"" moment, or something even bigger.

But the builders are still here, and so is the interest.",_kaitoai,6.0,Positive,"$RON, $APE",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1825986968733331706,"Tron $TRX closing in on its 2021 highs.

Yes, 2021 - you read that right.

In a market of its own this month. https://t.co/ItmqRESq1P",_kaitoai,7.0,Positive,TRX,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1825942132781363379,"Wait, so Elon did a DOGE tweet and

...both price &amp; mindshare barely moved?

We're truly down bad rn. https://t.co/LGuejSS2nB",_kaitoai,3.0,Negative,doge,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1825904767899410728,"Prediction Markets are all the hype.

But as ever in crypto, the test is how long the mindshare sustains.

Hard to get, even harder to keep.

Cough SocialFi  Cough",_kaitoai,5.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1825847195414786073,"You should be tracking token unlocks.

It's as simple as that.",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1825587895916237140,"Berachain on top for mindshare gainers.

Wen... Mainnet? 🐻⛓️ https://t.co/llZkGcnRGp",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1825533265555402914,"In recent months, @HyperliquidX has flown to the top of DeFi.

But who are the people driving forward the conversations & excitement?

Let’s take a look using Kaito’s data 👇

Despite minimal marketing, Hyperliquid has already risen to the top of mindshare rankings for perpetuals over the last three months, surpassing established projects like dYdX and WOO.

On a more granular level:

Hyperliquid went from 9% mindshare this time last year, between the top perp projects, to now averaging around 40%, close to a 5x increase.

So who are the voices pushing forward this mindshare?

Using Kaito’s KOL (yes, sorry for saying KOL) Analytics, we can find out.

Here are the rankings for the top accounts on CT that have tweeted the most about HL over the past 3 months:

👑 @0xOmnia
2) @fiege_max
3) @TheCryptoNexus
4) @based16z
5) @KingJulianIAm 

We can also find out the rankings for accounts based on their contribution to mindshare, weighted by engagement from the smartest accounts on CT (Smart Engagement).

👑 @crypto_noodles
2) @0xOmnia
3) @fiege_max
4) @based16z
5) @wardaddycapital
6) @KingJulianIAm
7) @chameleon_jeff
8) @TheCryptoNexus

This helps to know who is making the most impact in terms of growing mindshare, but also who is making content that is connecting with the smartest, most influential people on CT.

Impressions only paint a part of the story.

Overall, for projects looking to grow, and analyse their growth, social tracking is essential.

And Hyperliquid is one of the best examples of how external marketing can play a huge role in growing not only your presence, but also your usage - with many of the top accounts also creating referrals.

The best place to be tracking all of this?

If it isn’t obvious yet - it’s Kaito 🫡",_kaitoai,8.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1825453183319118241,"TRON outperforming basically everything.

The memecoins are working. https://t.co/DSmB70uMe0",_kaitoai,6.0,Positive,trx,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826243048537272486,"gmonad ⨀

Simple, but effective - a big part of Monad's marketing campaign.

But who's the loudest gmonad yapper?

We've tracked all the mentions over the last 3 months in terms of mindshare impact.

Many gmonads from many accounts, but here's the top 10!

1) @keoneHD  20.5%
2) @internbrah  17.2%
3) @kryptobaby777  14.6%
4) @cryptunez  8.7%
5) @sungmo_nad  7.7%
6) @gianinaskarlett  4.6%
7) @FitzYap  2%
8) @0x_Abdul  1.41%
9) @JohnWRichKid  1.4%
10) @thetinaverse  1.4%

Yep, you can even do this on Kaito.",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1826243202393031023,"An extra shoutout for the top 11-20:

11) @pukerrainbrow
12) @mdudas
13) @inversebrah
14) @0xsudogm
15) @tristan
16) @_tolks
17) @_jhunsaker
18) @0x_eunice
19) @ecrivaine_k
20) @chainyoda

@intern in 21st??? Need more gmonads ser.",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1825810062733906103,"Is DeFi so back?

After being pushed aside by other narratives, there are signs of a DeFi resurgence going on.

Let's take a look 👇

First up, mindshare for DeFi in general has been on a 3 month up-trend, close to doubling in % from 7 to 14 since the start of this year.

Out of all the DeFi projects, the two gaining the most mindshare % wise out of any in the past 30 days are $AAVE & $DRIFT.

AAVE has been *the* outperformer in terms of price, mindshare, and sentiment too. 

Closing in on its March high, and sentiment higher than any time in the last 12 months.

Here's a summary from our AI Copilot on why people are bullish 👇

Another way to look at DeFi's recovery is the segment's mindshare in comparison to others.

To put it into perspective, despite Memecoins seeming like *the* topic recently, DeFi has close to the same mindshare, with both only falling behind AI.

In the last 30 days:
- AI: 21.7%
- Memes: 13.07%
- DeFi: 12.18%

Though early days, the off-chain indicators are very positive.

Time for on-chain numbers to follow through too 🫡",_kaitoai,8.0,Positive,$AAVE,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1825835296094621828,"Stani believes

https://t.co/3fDjWvo81K",_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824782771534864573,"Tracking engagement of the smartest accounts.

From start to finish of the $WIF run up, key CT accounts had super high engagement on related tweets.

And then... they moved on. https://t.co/v4JFX4pUUr",_kaitoai,5.0,Neutral,$WIF,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824771754499125343,"Saw $RARE is up over 200% this week.

No news, no mindshare, just vibes. https://t.co/8ciZ4dEB53",_kaitoai,5.0,Positive,RARE,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824703788441031130,"RT @Token_Unlocks: 1/ TokenUnlocks is officially partnered with @_kaitoai !

You can now view upcoming unlocks on Kaito's Catalyst Calendar…",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824456240166056243,"The two biggest DeFi protocols.

Very different performance.

$AAVE pumping in every metric recently. https://t.co/Pmc1FOb05X",_kaitoai,7.0,Positive,AAVE,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824476911713587560,"Kaito is the best way to measure performance on socials.

Across both quantitive & qualitative metrics.

Engagement, impressions, sentiment, mindshare, mentions across all top platforms - everything.

Oh and, automated reporting? Coming soon👀",_kaitoai,,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824477087358398567,"Shoutout @ishverduzco for the great thread

https://t.co/lSniIy0KvQ",_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824404372723470736,"1/ Back with our second Katalyzer Spotlight interview!

This time we got to ask Michael Zhao about his insights as a researcher at @Grayscale, including how he uses Kaito as one of our power-users.

Check out his answers below 🧵 https://t.co/Zd5vEadvZk",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824404616689357184,9/ Disclosure https://t.co/cq7ml8teOE,_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824404645588111848,"10/ Check out all of Michael's answers in one place on our Substack!

👉 https://t.co/SVXhrE2vdf https://t.co/p5uPf5zr57",_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824380417291719158,"1/ @Token_Unlocks is now integrated on Kaito!

Find all the upcoming unlocks in one place within our Catalyst Calendar.

Token Unlocks is one of the most popular products in crypto, tracking 200+ tokens and 10,000+ unlocks.

Here's how to use it on Kaito 🧵 https://t.co/tahV85qOtw",_kaitoai,5.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824380562649518381,"3/ Want to find out more about a specific unlock?

Just click on the Token Unlocks source to get all the details. https://t.co/tuIj8bFeTg",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824380585592402203,"4/ Learn more about our Catalyst Calendar, now in Beta, in the tweet below!

https://t.co/AgBk6wCVkg",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824127425120223322,"RT @sandraaleow: $SUI - still the ""Solana Killer""? 

Let's take look at what happened with mindshare &lt;&gt; sentiment on @_kaitoai: 
- Sentimen…",_kaitoai,,NaN,"$SUI, sol",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824118453759811663,"Mindshare returning back to normal for $SUI

Narratives have like a 3 day shelf life atm lol. https://t.co/ZWa1PoQfrW",_kaitoai,5.0,Neutral,SUI,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824080171361509583,"RT @0xjvrsky: Recently, I started using a @_kaitoai 🌊

I noticed there aren’t many guides available, so I’ve decided to launch a Twitter se…",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823685007690391692,"You should start tracking mindshare.

Especially for memes, it can be a great signal.

Many cases of tops matching mindshare spikes. https://t.co/0NDRxfwm3J",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823643545393103033,"Memecoins have been a way of dealing with the boredom of the Bitcoin chop.

Similar to how NFTs kept us interested in 2022. https://t.co/FYu9g8qKEs",_kaitoai,3.0,Neutral,"btc, Bitcoin",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823373248098123959,"Pumpdotfun sentiment has been bad for weeks.

Yet they're generating close to $1M in fees per day.

We are simply hooked on memecoins.",_kaitoai,5.0,Negative,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1824380499835621879,"2/ Manage and protect your portfolio by setting up custom watchlists to track only the tokens or sectors you're interested in.

Or explore market wide unlocks to look out for potential trades or risks.

All customisable based on timeframe, market cap, categories and more. https://t.co/HlbXngI56J",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823657220233462148,"It's buyback season.

$OHM is the latest to get involved, using their $181M treasury.

A TLDR of the plan 👇",_kaitoai,5.0,Neutral,$OHM,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823659256307995112,"More details here ⤵️

https://t.co/VaD6tVzzUU",_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823392643436482877,"We need more sound effects

Few know the joy of hearing SUDOOOSWAP

Or the MOOOO of CowSwap",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823393046328684914,Kaitooooooo soon™,_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823347570166374882,"Canto is actually a great example for sentiment tracking.

As a trader it alerts a potential LTF opportunity.

As the project it alerts a potential reaction needed.

@CantoPublic's intern did the smart thing by playing off it with shitposting. https://t.co/BEpaoXlU7N",_kaitoai,5.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823282161971011586,"Polymarket was playing 4D chess.

Mindshare has been up-only since the ""intern firing"".

It brought a load of eyes to the product, just before the big election run up.

@HugoMartingale deserves a gud bonus. https://t.co/Ieqjm5J6hE",_kaitoai,7.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823267813835891059,km,_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823018095830561012,"Sometimes, things can be...

So simple. https://t.co/SldoyhECnS",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823012879567671400,"Chain Abstraction going up only as a narrative.

Yet, still only ~1.5% of mindshare vs. other sectors. https://t.co/9Ihm8TMk19",_kaitoai,3.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1822996758441406822,"CT has given up tweeting GCR for help.

Bullish? https://t.co/1PvY3pGwJV",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1822968155083334134,"Just seen that $HNT has 2x'd since early July.

Over 100,000 subs now for Helium's phone service, and various other fundamentals backing the pump.  

DePIN success. https://t.co/EeQkfTwN9Z",_kaitoai,7.0,Positive,HNT,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1822933574648992039,".@pumpdotfun currently has ~ the same mindshare on CT as Uniswap, Jupiter &amp; AAVE combined.

The best product-market fit this cycle? https://t.co/eUfa0czQ5s",_kaitoai,5.0,Neutral,"uni, jup, aave",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1822894070798090246,"Mindshare for $SUI is ~8x higher than usual.

Out of nowhere? https://t.co/cdCY2eXZBr",_kaitoai,5.0,Neutral,"$SUI, sui",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1822543136192623048,"Memecoins at the No.1 spot for mindshare.

The dethroning of AI 👀 https://t.co/nfgaifmZmy",_kaitoai,5.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821916310650945673,It would appear $SUI is today's token of choice. https://t.co/zyS18wjjXa,_kaitoai,,Neutral,sui,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821880734820311499,"Everyone wants a piece of prediction markets.

The standout innovation for crypto in the last 6 months, and mentions are on the up.

Now, wen token?",_kaitoai,5.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821853287076761884,"Rugpull mentions on CT are pretty constant.

But yesterday was a new high.

$RTR breaking records 🥴 https://t.co/1bMEv5JuDj",_kaitoai,7.0,Negative,$RTR,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821833038268969352,"There are some brutal charts out there.

$LDO is priced lower now than this time in 2023. https://t.co/4g3P3rc6tq",_kaitoai,5.0,Negative,$LDO,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823309198383329457,"Be like Canto.

- Chain stops working
- Delisted from perps
- Sentiment deep in the red

The token price: +52% https://t.co/gN89okduAT",_kaitoai,8.0,Negative,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823318167843635637,Mindshare OP https://t.co/Fj6MlDogYH,_kaitoai,,NaN,op,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1823338362742210950,Now up 70% in 24hrs lol,_kaitoai,8.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1822938529279713348,"If it helps with the ""Solana killer"" thesis.

Comparative mindshare over 6 months:

- $SOL = 96.29%
- $SUI = 3.71%

For now, miles apart in terms of interest. https://t.co/Upla5vQHwI",_kaitoai,5.0,Neutral,"$SOL, $SUI",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1822939121007915208,"Even in the last 48hrs with seemingly all the focus on SUI.

85.49% / 14.57% https://t.co/pLyRMvTtHy",_kaitoai,,Neutral,sui,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821637190922989623,"Catching up on the $RTR drama?

""Drama"" being a kind way to describe it...

Here's a TLDR 👇 https://t.co/LnbjmIDzBJ",_kaitoai,,Negative,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821566082756309257,"Berachain's ""Proof of Liquidity"".

Summarised in 10 short bullet points.

Ooga booga 🐻 https://t.co/gxEDDyaZb9",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821524722766499895,"In honor of International Cat Day

Time to cope about missing out on another 10x cat coin - $GINNAN

Out of nowhere, challenging POPCAT for highest mindshare out of the cats. https://t.co/t342WzKCZY",_kaitoai,5.0,Neutral,"$GINNAN, POPCAT",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821498284822675795,"Worth remembering that we've now cleared a lot of the major market overhangs.

Mt Gox, Governments, Genesis, Jump - some of the biggest worries, now moving behind us or gone.

There are definitely reasons to be bullish. https://t.co/XwDw1qbxeS",_kaitoai,7.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821474200684474518,"Finding projects early.

Smart follower gainers over the past week:

@CandleOnBase - Perps on Base w 100x lev
@HyperflowOnHL - HyperLiquid AI Trading
@predictdotfun - Predictions with yield
@ton_tongames - TON Game Studio",_kaitoai,,Neutral,ton,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821195868013273137,"Crypto Twitter can't be your only source.

BTC, ETH & SOL make up ~80% of Layer 1 mindshare over the past 6 months on CT.

Increasingly, alpha & discussions outside of the top 3 is found elsewhere.

Telegram is one of the standouts.",_kaitoai,5.0,Neutral,"btc, eth, sol",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821168358324371568,"ICYMI our new Catalyst Calendar is live in Beta!

The top catalysts in crypto, updated in real-time with AI, and all in one place.

Your workflow - made 10x more efficient.

Kaito things 👨‍🍳",_kaitoai,,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821093121691734493,"Bitcoin vs. the Japanese Yen.

- Look for BTC strength in relation to USD/JPY
- Yen strength could lead to further asset selloffs
- Uncertain on BoJ reverting to zero interest
- Kamala & Yellen may act faster due to election

A TLDR of @CryptoHayes' new article 👇",_kaitoai,5.0,Neutral,btc,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821070904241062248,"For the first time, ETH sentiment has hit red.

People are giving up on it.

You decide if that's gud or bad. https://t.co/KQkJztrnCp",_kaitoai,7.0,Negative,eth,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1819380812636168206,"Doomers got you down?

It's good to remember both sides of the market.

The bullish &amp; bearish views, summarised 👇 https://t.co/VRXwtVHEWz",_kaitoai,5.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821132211132764209,"DWF backing another memecoin.

Time for degenerate guessing to begin.

$GIGA or $SCF as the new(ish) breakout ones? https://t.co/JIoDzST6YB",_kaitoai,5.0,Neutral,"$GIGA, $SCF",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1821141237551726702,"The tweet from Andrei

https://t.co/p105yiDNsw",_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1820383783440220475,"Our brand new Catalyst Calendar is now live in Beta!

Track events and catalysts for 2000+ tokens across crypto.

Product Launches, Tokenomics Changes, Unlocks, TGE, Governance Votes, and many more.

Entirely curated using AI, meaning you get all the information in real-time. https://t.co/MLOy1pg7CF",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1820383912494780508,"Join us on the journey of refining our AI &amp; pushing the boundaries of what’s possible!

Start here 👉 https://t.co/bAs56VL7sz",_kaitoai,,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1819311234136617327,"Yep, we even cover $COIN on Kaito.

So here's a TLDR of Coinbase's Q2 Earnings Report.

Trading volume down, but revenue up.",_kaitoai,,NaN,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1819275372724142097,"Free daily roundups of CT, powered by Kaito's AI.

And we're giving a cookie to the 4,000th sub (I'm lying).

Anon, it's time to join Overheard on CT.

👉 https://t.co/uGY0MQEODd",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1819045281175855528,"Feed is down bad.

Bear posts &amp; Olympics shooting memes that were funny for like 10 minutes.

Can devs do something? https://t.co/KTF7Es3gCf",_kaitoai,3.0,Negative,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1819025081521086635,"It's token buyback season.

Some of the recent additions, live or pending:

- $AAVE
- $GNO
- $GNS
- $AEVO
- $GMX
- $SD",_kaitoai,5.0,Neutral,$AAVE,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1819002436540932360,"$KUJI down 50% today after the team got liquidated on leveraged positions.

One of the darling tokens of 2023, and one of many tokens that suffered from a complete loss of mindshare in 2024.

Not great. https://t.co/BdO5nTrfSQ",_kaitoai,8.0,Negative,$KUJI,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818954852740878565,"Last week: New ATH's in August

Today: The cycle is over",_kaitoai,5.0,Negative,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818932492105068689,"Stop wondering why something is pumping.

Start using Kaito.

Why $AAVE is up 20% in the last week 👇 https://t.co/coXwGzf7Ii",_kaitoai,7.0,Positive,"$AAVE, aave",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818665348259807578,"All the talks from Modular Summit, now on Kaito.

Which means you ask questions like:

""Summarise the future plans for @CelestiaOrg""

... and get an answer in seconds 👨‍🍳",_kaitoai,,Neutral,tia,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818644204421066989,"Memecoin mindshare doesn't stay down for long.

@pumpdotfun goes brrrrr. https://t.co/8LxchZR6nk",_kaitoai,5.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818603690816643087,"Another FOMC meeting today.

Things to know from community reactions:

- Expectations of no rate cut, but hints of one in Sept
- FOMC have often been a local low for BTC
- Election may influence a more positive meeting

Summarised by Kaito's AI 🫡 https://t.co/WGCFrCALGk",_kaitoai,5.0,Neutral,btc,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818579174329663762,"Saw LUNA near the top of mindshare gainers.

Looked into why... the chain had to be emergency halted.

How is it even still around lol. https://t.co/3f9WAEDboI",_kaitoai,5.0,Negative,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818273344933765266,"The Bitcoin Conference is now on Kaito.

Transcripts, recordings and customs TLDRs.

- Trump promises to HODL
- Cantor launching Bitcoin lending
- Saylor being Saylor

Get all the ₿ news and alpha from one place.",_kaitoai,7.0,Positive,"btc, Bitcoin",2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818243722867323289,".@base season is underway.

- Top Layer 2 for daily transactions (~4M)
- Leading current L2 mindshare
- Daily active users over 800k

Battling with Arbitrum on all counts. https://t.co/lEcgefLPI7",_kaitoai,7.0,Positive,arb,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1819327167613792739,"Kaito stays cooking 🧑‍🍳

███ coming soon.",_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1819328063533936872,"Time to follow @openkaito.

👨‍🍳👨‍🍳👨‍🍳

BIG MONTHS AHEAD.",_kaitoai,,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818298541514920412,"Drama gets the people talking.

COMP mindshare is around 10x what it usually is, and the situation resolved with a fee switch.

The ""attack"" ended up as a pretty big net positive kek. https://t.co/MtOeTu6PgB",_kaitoai,7.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818301526760436069,@emilyxlai new off-the-wall marketing idea,_kaitoai,,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1818197007854370853,"Restaking losing its magic?

Mindshare has been on a 6 month downtrend for LRTs.

Was all the hype earlier this year. https://t.co/hF4ubiKnek",_kaitoai,3.0,Negative,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1817936200826560604,"Buybacks, fee switches... governance attacks.

Set alerts to find the most important proposals when they go live.

Being early is a whole lot easier with Kaito. https://t.co/ML16dbT7ys",_kaitoai,5.0,Neutral,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
1817915493656756452,"A couple months ago, people struggled to see any bullish arguments.

Now, there are too many to fit in the screenshot.

I'm thinking we're back. https://t.co/BrGlLychbo",_kaitoai,6.0,Positive,NaN,2024-10-10 05:20:39.349946,2024-10-10 05:20:39.349946
